Collection Name,Title#1,Other Title#1,Other Title#2,Other Title#3,Other Title#4,Name Part#1,Name Display Form#1,Name Role Term Text#1,Name Type#1,Name Authority#1,Name Part#2,Name Display Form#2,Name Type#2,Name Authority#2,Type of Resource#1,Type of Resource Authority#1,Genre#1,Genre Authority#1,Place Term#1,Place Term Authority#1,Publisher#1,Date Issued#1,Publisher#2,Language Term#1,Language Term Code#1,Language Term Code Authority#1,Language Term Type#1,Language Term#2,Language Term Type#2,Form#1,Form Authority#1,Internet Media Type#1,Internet Media Type Authority#1,Extent#1,Digital Origin#1,Form#2,Form Authority#2,Note#1,Note#2,Note#3,Note#4,Note#5,Note#6,Subject Topic#1,Subject Authority#1,Subject Geographic#1,Subject Geographic Authority#1,Subject Topic#2,Subject Authority#2,Subject Geographic#2,Subject Geographic Authority#2,Subject Topic#3,Subject Authority#3,Subject Geographic#3,Subject Geographic Authority#3,Subject Topic#4,Subject Authority#4,Subject Geographic#4,Subject Geographic Authority#4,Subject Topic#5,Subject Authority#5,Subject Topic#6,Subject Authority#6,Related Item#1,Related Item Type#1,Related Item Identifier#1,Related Item Identifier URI#1,Related Item#2,Related Item Type#2,Related Item Identifier#2,Related Item Identifier URI#2,Related Item#3,Related Item Type#3,Related Item Identifier#3,Related Item#4,Related Item Type#4,Related Item Identifier#4,Related Item#5,Related Item Type#5,Related Item Identifier#5,Identifier#1,Identifier URI#1,Bibliographic Number#1,Identifier ARK#1,Bibliographic Number#2,Physical Location#1,Shelf Locator#1,Rights#1,Rights Authority#1,ln_RECORDID
Colorado Directories,Colorado state business directory,Colorado state business directory and annual register,"Colorado state business directory, with Colorado mining directory",,,,,,,,,,,,Text,http://id.loc.gov/vocabulary/resourceTypes/txt,Reference works,http://id.loc.gov/authorities/genreForms/gf2014026165,Denver (Colo.),http://id.loc.gov/authorities/names/n79055157,J.A. Blake,1881,"Gazetteer Publishing Co. (Denver, Colo.)",,eng,http://id.loc.gov/vocabulary/iso639-2/eng,,English,text,city directories,http://vocab.getty.edu/page/aat/300026241,application/pdf,https://www.iana.org/assignments/media-types/application/pdf,1 volume,reformatted digital,,,Volumes for 1896- published by Gazatteer [sic] Publishing Co,"""With Colorado mining directory and Colorado live stock directory departments"" (varies)",Began in 1878,,,,Directories,http://id.worldcat.org/fast/894589,Colorado,http://id.loc.gov/authorities/names/n80125532,Cities and towns,http://id.worldcat.org/fast/861748,,,Colorado -- Commerce -- Directories,local,,,Industries -- Colorado -- Directories,local,,,,,,,,,,,,,,,,,,,,,,,,narv_dir_coloradoBus1881_7th.pdf,Catalog link: http://libraries.colorado.edu/record=b1629900~S3,b1629900,https://ark.colorado.edu/ark:/47540/jr031h0634tz,Control number: 11819119,University of Colorado Boulder Libraries Rare and Distinctive Collections,F774.7 .C718 7th 1881,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,157
Colorado Directories,Colorado state business directory,Colorado state business directory and annual register,"Colorado state business directory, with Colorado mining directory",,,,,,,,,,,,Text,http://id.loc.gov/vocabulary/resourceTypes/txt,Reference works,http://id.loc.gov/authorities/genreForms/gf2014026165,Denver (Colo.),http://id.loc.gov/authorities/names/n79055157,J.A. Blake,1882,"Gazetteer Publishing Co. (Denver, Colo.)",,eng,http://id.loc.gov/vocabulary/iso639-2/eng,,English,text,city directories,http://vocab.getty.edu/page/aat/300026241,application/pdf,https://www.iana.org/assignments/media-types/application/pdf,1 volume,reformatted digital,,,Volumes for 1896- published by Gazatteer [sic] Publishing Co,"""With Colorado mining directory and Colorado live stock directory departments"" (varies)",Began in 1878,,,,Directories,http://id.worldcat.org/fast/894589,Colorado,http://id.loc.gov/authorities/names/n80125532,Cities and towns,http://id.worldcat.org/fast/861748,,,Colorado -- Commerce -- Directories,local,,,Industries -- Colorado -- Directories,local,,,,,,,,,,,,,,,,,,,,,,,,narv_dir_coloradoBus1882.pdf,Catalog link: http://libraries.colorado.edu/record=b1629900~S3,b1629900,https://ark.colorado.edu/ark:/47540/c45c4985g9pz,Control number: 11819119,University of Colorado Boulder Libraries Rare and Distinctive Collections,F774.7 .C718 8th 1882,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,158
Colorado Directories,Colorado state business directory,Colorado state business directory and annual register,"Colorado state business directory, with Colorado mining directory",,,,,,,,,,,,Text,http://id.loc.gov/vocabulary/resourceTypes/txt,Reference works,http://id.loc.gov/authorities/genreForms/gf2014026165,Denver (Colo.),http://id.loc.gov/authorities/names/n79055157,J.A. Blake,1883,"Gazetteer Publishing Co. (Denver, Colo.)",,eng,http://id.loc.gov/vocabulary/iso639-2/eng,,English,text,city directories,http://vocab.getty.edu/page/aat/300026241,application/pdf,https://www.iana.org/assignments/media-types/application/pdf,1 volume,reformatted digital,,,Volumes for 1896- published by Gazatteer [sic] Publishing Co,"""With Colorado mining directory and Colorado live stock directory departments"" (varies)",Began in 1878,,,,Directories,http://id.worldcat.org/fast/894589,Colorado,http://id.loc.gov/authorities/names/n80125532,Cities and towns,http://id.worldcat.org/fast/861748,,,Colorado -- Commerce -- Directories,local,,,Industries -- Colorado -- Directories,local,,,,,,,,,,,,,,,,,,,,,,,,narv_dir_coloradoBus1883.pdf,Catalog link: http://libraries.colorado.edu/record=b1629900~S3,b1629900,https://ark.colorado.edu/ark:/47540/c57m7j8733m3,Control number: 11819119,University of Colorado Boulder Libraries Rare and Distinctive Collections,F774.7 .C718 9th 1883,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,159
Colorado Directories,Colorado state business directory,Colorado state business directory and annual register,"Colorado state business directory, with Colorado mining directory",,,,,,,,,,,,Text,http://id.loc.gov/vocabulary/resourceTypes/txt,Reference works,http://id.loc.gov/authorities/genreForms/gf2014026165,Denver (Colo.),http://id.loc.gov/authorities/names/n79055157,J.A. Blake,1887,"Gazetteer Publishing Co. (Denver, Colo.)",,eng,http://id.loc.gov/vocabulary/iso639-2/eng,,English,text,city directories,http://vocab.getty.edu/page/aat/300026241,application/pdf,https://www.iana.org/assignments/media-types/application/pdf,1 volume,reformatted digital,,,Volumes for 1896- published by Gazatteer [sic] Publishing Co,"""With Colorado mining directory and Colorado live stock directory departments"" (varies)",Began in 1878,,,,Directories,http://id.worldcat.org/fast/894589,Colorado,http://id.loc.gov/authorities/names/n80125532,Cities and towns,http://id.worldcat.org/fast/861748,,,Colorado -- Commerce -- Directories,local,,,Industries -- Colorado -- Directories,local,,,,,,,,,,,,,,,,,,,,,,,,narv_dir_coloradoBus1887.pdf,Catalog link: http://libraries.colorado.edu/record=b1629900~S3,b1629900,https://ark.colorado.edu/ark:/47540/5x3z8b72v01q,Control number: 11819119,University of Colorado Boulder Libraries Rare and Distinctive Collections,F774.7 .C718 13th 1887,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,162
Colorado Directories,Colorado state business directory,Colorado state business directory and annual register,"Colorado state business directory, with Colorado mining directory",,,,,,,,,,,,Text,http://id.loc.gov/vocabulary/resourceTypes/txt,Reference works,http://id.loc.gov/authorities/genreForms/gf2014026165,Denver (Colo.),http://id.loc.gov/authorities/names/n79055157,J.A. Blake,1888,"Gazetteer Publishing Co. (Denver, Colo.)",,eng,http://id.loc.gov/vocabulary/iso639-2/eng,,English,text,city directories,http://vocab.getty.edu/page/aat/300026241,application/pdf,https://www.iana.org/assignments/media-types/application/pdf,1 volume,reformatted digital,,,Volumes for 1896- published by Gazatteer [sic] Publishing Co,"""With Colorado mining directory and Colorado live stock directory departments"" (varies)",Began in 1878,,,,Directories,http://id.worldcat.org/fast/894589,Colorado,http://id.loc.gov/authorities/names/n80125532,Cities and towns,http://id.worldcat.org/fast/861748,,,Colorado -- Commerce -- Directories,local,,,Industries -- Colorado -- Directories,local,,,,,,,,,,,,,,,,,,,,,,,,narv_dir_coloradoBus1888.pdf,Catalog link: http://libraries.colorado.edu/record=b1629900~S3,b1629900,https://ark.colorado.edu/ark:/47540/bb432c99x3wp,Control number: 11819119,University of Colorado Boulder Libraries Rare and Distinctive Collections,F774.7 .C718 14th 1888,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,163
Colorado Directories,Colorado state business directory,Colorado state business directory and annual register,"Colorado state business directory, with Colorado mining directory",,,,,,,,,,,,Text,http://id.loc.gov/vocabulary/resourceTypes/txt,Reference works,http://id.loc.gov/authorities/genreForms/gf2014026165,Denver (Colo.),http://id.loc.gov/authorities/names/n79055157,J.A. Blake,1892,"Gazetteer Publishing Co. (Denver, Colo.)",,eng,http://id.loc.gov/vocabulary/iso639-2/eng,,English,text,city directories,http://vocab.getty.edu/page/aat/300026241,application/pdf,https://www.iana.org/assignments/media-types/application/pdf,1 volume,reformatted digital,,,Volumes for 1896- published by Gazatteer [sic] Publishing Co,"""With Colorado mining directory and Colorado live stock directory departments"" (varies)",Began in 1878,,,,Directories,http://id.worldcat.org/fast/894589,Colorado,http://id.loc.gov/authorities/names/n80125532,Cities and towns,http://id.worldcat.org/fast/861748,,,Colorado -- Commerce -- Directories,local,,,Industries -- Colorado -- Directories,local,,,,,,,,,,,,,,,,,,,,,,,,narv_dir_coloradoBus1892_18th.pdf,Catalog link: http://libraries.colorado.edu/record=b1629900~S3,b1629900,https://ark.colorado.edu/ark:/47540/t67r483190d7,Control number: 11819119,University of Colorado Boulder Libraries Rare and Distinctive Collections,F774.7 .C718 18th 1892,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,167
Colorado Directories,Colorado state business directory,Colorado state business directory and annual register,"Colorado state business directory, with Colorado mining directory",,,,,,,,,,,,Text,http://id.loc.gov/vocabulary/resourceTypes/txt,Reference works,http://id.loc.gov/authorities/genreForms/gf2014026165,Denver (Colo.),http://id.loc.gov/authorities/names/n79055157,J.A. Blake,1910,"Gazetteer Publishing Co. (Denver, Colo.)",,eng,http://id.loc.gov/vocabulary/iso639-2/eng,,English,text,city directories,http://vocab.getty.edu/page/aat/300026241,application/pdf,https://www.iana.org/assignments/media-types/application/pdf,1 volume,reformatted digital,,,Volumes for 1896- published by Gazatteer [sic] Publishing Co,"""With Colorado mining directory and Colorado live stock directory departments"" (varies)",Began in 1878,,,,Directories,http://id.worldcat.org/fast/894589,Colorado,http://id.loc.gov/authorities/names/n80125532,Cities and towns,http://id.worldcat.org/fast/861748,,,Colorado -- Commerce -- Directories,local,,,Industries -- Colorado -- Directories,local,,,,,,,,,,,,,,,,,,,,,,,,narv_dir_coloradoBus1910_1.pdf,Catalog link: http://libraries.colorado.edu/record=b1629900~S3,b1629900,https://ark.colorado.edu/ark:/47540/qc8t8j70p3fz,Control number: 11819119,University of Colorado Boulder Libraries Rare and Distinctive Collections,F774.7 .C718 36th 1910,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,168
Colorado Directories,Colorado state business directory,Colorado state business directory and annual register,"Colorado state business directory, with Colorado mining directory",,,,,,,,,,,,Text,http://id.loc.gov/vocabulary/resourceTypes/txt,Reference works,http://id.loc.gov/authorities/genreForms/gf2014026165,Denver (Colo.),http://id.loc.gov/authorities/names/n79055157,J.A. Blake,1911,"Gazetteer Publishing Co. (Denver, Colo.)",,eng,http://id.loc.gov/vocabulary/iso639-2/eng,,English,text,city directories,http://vocab.getty.edu/page/aat/300026241,application/pdf,https://www.iana.org/assignments/media-types/application/pdf,1 volume,reformatted digital,,,Volumes for 1896- published by Gazatteer [sic] Publishing Co,"""With Colorado mining directory and Colorado live stock directory departments"" (varies)",Began in 1878,,,,Directories,http://id.worldcat.org/fast/894589,Colorado,http://id.loc.gov/authorities/names/n80125532,Cities and towns,http://id.worldcat.org/fast/861748,,,Colorado -- Commerce -- Directories,local,,,Industries -- Colorado -- Directories,local,,,,,,,,,,,,,,,,,,,,,,,,narv_dir_coloradoBus1911.pdf,Catalog link: http://libraries.colorado.edu/record=b1629900~S3,b1629900,https://ark.colorado.edu/ark:/47540/4g0h0c01v66g,Control number: 11819119,University of Colorado Boulder Libraries Rare and Distinctive Collections,F774.7 .C718 37th 1911,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,169
Colorado Directories,Colorado state business directory,Colorado state business directory and annual register,"Colorado state business directory, with Colorado mining directory",,,,,,,,,,,,Text,http://id.loc.gov/vocabulary/resourceTypes/txt,Reference works,http://id.loc.gov/authorities/genreForms/gf2014026165,Denver (Colo.),http://id.loc.gov/authorities/names/n79055157,J.A. Blake,1912,"Gazetteer Publishing Co. (Denver, Colo.)",,eng,http://id.loc.gov/vocabulary/iso639-2/eng,,English,text,city directories,http://vocab.getty.edu/page/aat/300026241,application/pdf,https://www.iana.org/assignments/media-types/application/pdf,1 volume,reformatted digital,,,Volumes for 1896- published by Gazatteer [sic] Publishing Co,"""With Colorado mining directory and Colorado live stock directory departments"" (varies)",Began in 1878,,,,Directories,http://id.worldcat.org/fast/894589,Colorado,http://id.loc.gov/authorities/names/n80125532,Cities and towns,http://id.worldcat.org/fast/861748,,,Colorado -- Commerce -- Directories,local,,,Industries -- Colorado -- Directories,local,,,,,,,Colorado state business directory,constituent,narv_dir_coloradoBus1912_38th_2.pdf,,,,,,,,,,,,,,,narv_dir_coloradoBus1912_38th_1.pdf,Catalog link: http://libraries.colorado.edu/record=b1629900~S3,b1629900,https://ark.colorado.edu/ark:/47540/0r0q3j73q321,Control number: 11819119,University of Colorado Boulder Libraries Rare and Distinctive Collections,F774.7 .C718 38th 1912,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,170
Colorado Directories,Colorado state business directory,Colorado state business directory and annual register,"Colorado state business directory, with Colorado mining directory",,,,,,,,,,,,Text,http://id.loc.gov/vocabulary/resourceTypes/txt,Reference works,http://id.loc.gov/authorities/genreForms/gf2014026165,Denver (Colo.),http://id.loc.gov/authorities/names/n79055157,J.A. Blake,1912,"Gazetteer Publishing Co. (Denver, Colo.)",,eng,http://id.loc.gov/vocabulary/iso639-2/eng,,English,text,city directories,http://vocab.getty.edu/page/aat/300026241,application/pdf,https://www.iana.org/assignments/media-types/application/pdf,1 volume,reformatted digital,,,Volumes for 1896- published by Gazatteer [sic] Publishing Co,"""With Colorado mining directory and Colorado live stock directory departments"" (varies)",Began in 1878,,,,Directories,http://id.worldcat.org/fast/894589,Colorado,http://id.loc.gov/authorities/names/n80125532,Cities and towns,http://id.worldcat.org/fast/861748,,,Colorado -- Commerce -- Directories,local,,,Industries -- Colorado -- Directories,local,,,,,,,Colorado state business directory,constituent,narv_dir_coloradoBus1912_38th_1.pdf,,,,,,,,,,,,,,,narv_dir_coloradoBus1912_38th_2.pdf,Catalog link: http://libraries.colorado.edu/record=b1629900~S3,b1629900,https://ark.colorado.edu/ark:/47540/rb2b4z11w8c5,Control number: 11819119,University of Colorado Boulder Libraries Rare and Distinctive Collections,F774.7 .C718 38th 1912,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,171
Colorado Directories,Colorado state business directory,Colorado state business directory and annual register,"Colorado state business directory, with Colorado mining directory",,,,,,,,,,,,Text,http://id.loc.gov/vocabulary/resourceTypes/txt,Reference works,http://id.loc.gov/authorities/genreForms/gf2014026165,Denver (Colo.),http://id.loc.gov/authorities/names/n79055157,J.A. Blake,1913,"Gazetteer Publishing Co. (Denver, Colo.)",,eng,http://id.loc.gov/vocabulary/iso639-2/eng,,English,text,city directories,http://vocab.getty.edu/page/aat/300026241,application/pdf,https://www.iana.org/assignments/media-types/application/pdf,1 volume,reformatted digital,,,Volumes for 1896- published by Gazatteer [sic] Publishing Co,"""With Colorado mining directory and Colorado live stock directory departments"" (varies)",Began in 1878,,,,Directories,http://id.worldcat.org/fast/894589,Colorado,http://id.loc.gov/authorities/names/n80125532,Cities and towns,http://id.worldcat.org/fast/861748,,,Colorado -- Commerce -- Directories,local,,,Industries -- Colorado -- Directories,local,,,,,,,Colorado state business directory,constituent,narv_dir_coloradoBus1913_39th_2.pdf,,Colorado state business directory,constituent,narv_dir_coloradoBus1913_39th_3.pdf,,,,,,,,,,,narv_dir_coloradoBus1913_39th_1.pdf,Catalog link: http://libraries.colorado.edu/record=b1629900~S3,b1629900,https://ark.colorado.edu/ark:/47540/qv0s0w42w7df,Control number: 11819119,University of Colorado Boulder Libraries Rare and Distinctive Collections,F774.7 .C718 39th 1913,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,172
Colorado Directories,Colorado state business directory,Colorado state business directory and annual register,"Colorado state business directory, with Colorado mining directory",,,,,,,,,,,,Text,http://id.loc.gov/vocabulary/resourceTypes/txt,Reference works,http://id.loc.gov/authorities/genreForms/gf2014026165,Denver (Colo.),http://id.loc.gov/authorities/names/n79055157,J.A. Blake,1913,"Gazetteer Publishing Co. (Denver, Colo.)",,eng,http://id.loc.gov/vocabulary/iso639-2/eng,,English,text,city directories,http://vocab.getty.edu/page/aat/300026241,application/pdf,https://www.iana.org/assignments/media-types/application/pdf,1 volume,reformatted digital,,,Volumes for 1896- published by Gazatteer [sic] Publishing Co,"""With Colorado mining directory and Colorado live stock directory departments"" (varies)",Began in 1878,,,,Directories,http://id.worldcat.org/fast/894589,Colorado,http://id.loc.gov/authorities/names/n80125532,Cities and towns,http://id.worldcat.org/fast/861748,,,Colorado -- Commerce -- Directories,local,,,Industries -- Colorado -- Directories,local,,,,,,,Colorado state business directory,constituent,narv_dir_coloradoBus1913_39th_1.pdf,,Colorado state business directory,constituent,narv_dir_coloradoBus1913_39th_3.pdf,,,,,,,,,,,narv_dir_coloradoBus1913_39th_2.pdf,Catalog link: http://libraries.colorado.edu/record=b1629900~S3,b1629900,https://ark.colorado.edu/ark:/47540/vg9d1q56s9m4,Control number: 11819119,University of Colorado Boulder Libraries Rare and Distinctive Collections,F774.7 .C718 39th 1913,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,173
Colorado Directories,Colorado state business directory,Colorado state business directory and annual register,"Colorado state business directory, with Colorado mining directory",,,,,,,,,,,,Text,http://id.loc.gov/vocabulary/resourceTypes/txt,Reference works,http://id.loc.gov/authorities/genreForms/gf2014026165,Denver (Colo.),http://id.loc.gov/authorities/names/n79055157,J.A. Blake,1913,"Gazetteer Publishing Co. (Denver, Colo.)",,eng,http://id.loc.gov/vocabulary/iso639-2/eng,,English,text,city directories,http://vocab.getty.edu/page/aat/300026241,application/pdf,https://www.iana.org/assignments/media-types/application/pdf,1 volume,reformatted digital,,,Volumes for 1896- published by Gazatteer [sic] Publishing Co,"""With Colorado mining directory and Colorado live stock directory departments"" (varies)",Began in 1878,,,,Directories,http://id.worldcat.org/fast/894589,Colorado,http://id.loc.gov/authorities/names/n80125532,Cities and towns,http://id.worldcat.org/fast/861748,,,Colorado -- Commerce -- Directories,local,,,Industries -- Colorado -- Directories,local,,,,,,,Colorado state business directory,constituent,narv_dir_coloradoBus1913_39th_1.pdf,,Colorado state business directory,constituent,narv_dir_coloradoBus1913_39th_2.pdf,,,,,,,,,,,narv_dir_coloradoBus1913_39th_3.pdf,Catalog link: http://libraries.colorado.edu/record=b1629900~S3,b1629900,https://ark.colorado.edu/ark:/47540/mn1g2k14s6xm,Control number: 11819119,University of Colorado Boulder Libraries Rare and Distinctive Collections,F774.7 .C718 39th 1913,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,174
Colorado Directories,Colorado state business directory,Colorado state business directory and annual register,"Colorado state business directory, with Colorado mining directory",,,,,,,,,,,,Text,http://id.loc.gov/vocabulary/resourceTypes/txt,Reference works,http://id.loc.gov/authorities/genreForms/gf2014026165,Denver (Colo.),http://id.loc.gov/authorities/names/n79055157,J.A. Blake,1914,"Gazetteer Publishing Co. (Denver, Colo.)",,eng,http://id.loc.gov/vocabulary/iso639-2/eng,,English,text,city directories,http://vocab.getty.edu/page/aat/300026241,application/pdf,https://www.iana.org/assignments/media-types/application/pdf,1 volume,reformatted digital,,,Volumes for 1896- published by Gazatteer [sic] Publishing Co,"""With Colorado mining directory and Colorado live stock directory departments"" (varies)",Began in 1878,,,,Directories,http://id.worldcat.org/fast/894589,Colorado,http://id.loc.gov/authorities/names/n80125532,Cities and towns,http://id.worldcat.org/fast/861748,,,Colorado -- Commerce -- Directories,local,,,Industries -- Colorado -- Directories,local,,,,,,,,,,,,,,,,,,,,,,,,narv_dir_coloradoBus1914.pdf,Catalog link: http://libraries.colorado.edu/record=b1629900~S3,b1629900,https://ark.colorado.edu/ark:/47540/rj6g4b36f0pf,Control number: 11819119,University of Colorado Boulder Libraries Rare and Distinctive Collections,F774.7 .C718 40th 1914,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,175
Colorado Directories,Colorado state business directory,Colorado state business directory and annual register,"Colorado state business directory, with Colorado mining directory",,,,,,,,,,,,Text,http://id.loc.gov/vocabulary/resourceTypes/txt,Reference works,http://id.loc.gov/authorities/genreForms/gf2014026165,Denver (Colo.),http://id.loc.gov/authorities/names/n79055157,J.A. Blake,1915,"Gazetteer Publishing Co. (Denver, Colo.)",,eng,http://id.loc.gov/vocabulary/iso639-2/eng,,English,text,city directories,http://vocab.getty.edu/page/aat/300026241,application/pdf,https://www.iana.org/assignments/media-types/application/pdf,1 volume,reformatted digital,,,Volumes for 1896- published by Gazatteer [sic] Publishing Co,"""With Colorado mining directory and Colorado live stock directory departments"" (varies)",Began in 1878,,,,Directories,http://id.worldcat.org/fast/894589,Colorado,http://id.loc.gov/authorities/names/n80125532,Cities and towns,http://id.worldcat.org/fast/861748,,,Colorado -- Commerce -- Directories,local,,,Industries -- Colorado -- Directories,local,,,,,,,Colorado state business directory,constituent,narv_dir_coloradoBus1915_41st_2.pdf,,Colorado state business directory,constituent,narv_dir_coloradoBus1915_41st_3.pdf,,Colorado state business directory,constituent,narv_dir_coloradoBus1915_41st_4.pdf,,,,,,,narv_dir_coloradoBus1915_41st_1-458.pdf,Catalog link: http://libraries.colorado.edu/record=b1629900~S3,b1629900,https://ark.colorado.edu/ark:/47540/0r037v90h1vs,Control number: 11819119,University of Colorado Boulder Libraries Rare and Distinctive Collections,F774.7 .C718 41st 1915,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,176
Colorado Directories,Colorado state business directory,Colorado state business directory and annual register,"Colorado state business directory, with Colorado mining directory",,,,,,,,,,,,Text,http://id.loc.gov/vocabulary/resourceTypes/txt,Reference works,http://id.loc.gov/authorities/genreForms/gf2014026165,Denver (Colo.),http://id.loc.gov/authorities/names/n79055157,J.A. Blake,1915,"Gazetteer Publishing Co. (Denver, Colo.)",,eng,http://id.loc.gov/vocabulary/iso639-2/eng,,English,text,city directories,http://vocab.getty.edu/page/aat/300026241,application/pdf,https://www.iana.org/assignments/media-types/application/pdf,1 volume,reformatted digital,,,Volumes for 1896- published by Gazatteer [sic] Publishing Co,"""With Colorado mining directory and Colorado live stock directory departments"" (varies)",Began in 1878,,,,Directories,http://id.worldcat.org/fast/894589,Colorado,http://id.loc.gov/authorities/names/n80125532,Cities and towns,http://id.worldcat.org/fast/861748,,,Colorado -- Commerce -- Directories,local,,,Industries -- Colorado -- Directories,local,,,,,,,Colorado state business directory,constituent,narv_dir_coloradoBus1915_41st_1-458.pdf,,Colorado state business directory,constituent,narv_dir_coloradoBus1915_41st_3.pdf,,Colorado state business directory,constituent,narv_dir_coloradoBus1915_41st_4.pdf,,,,,,,narv_dir_coloradoBus1915_41st_2.pdf,Catalog link: http://libraries.colorado.edu/record=b1629900~S3,b1629900,https://ark.colorado.edu/ark:/47540/714v5h86d5w9,Control number: 11819119,University of Colorado Boulder Libraries Rare and Distinctive Collections,F774.7 .C718 41st 1915,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,177
