Collection Name,Title#1,Other Title#1,Other Title#2,Other Title#3,Other Title#4,Name Part#1,Name Display Form#1,Name Role Term Text#1,Name Type#1,Name Authority#1,Name Part#2,Name Display Form#2,Name Type#2,Name Authority#2,Type of Resource#1,Type of Resource Authority#1,Genre#1,Genre Authority#1,Place Term#1,Place Term Authority#1,Publisher#1,Date Issued#1,Publisher#2,Language Term#1,Language Term Code#1,Language Term Code Authority#1,Language Term Type#1,Language Term#2,Language Term Type#2,Form#1,Form Authority#1,Internet Media Type#1,Internet Media Type Authority#1,Extent#1,Digital Origin#1,Form#2,Form Authority#2,Note#1,Note#2,Note#3,Note#4,Note#5,Note#6,Subject Topic#1,Subject Authority#1,Subject Geographic#1,Subject Geographic Authority#1,Subject Topic#2,Subject Authority#2,Subject Geographic#2,Subject Geographic Authority#2,Subject Topic#3,Subject Authority#3,Subject Geographic#3,Subject Geographic Authority#3,Subject Topic#4,Subject Authority#4,Subject Geographic#4,Subject Geographic Authority#4,Subject Topic#5,Subject Authority#5,Subject Topic#6,Subject Authority#6,Related Item#1,Related Item Type#1,Related Item Identifier#1,Related Item Identifier URI#1,Related Item#2,Related Item Type#2,Related Item Identifier#2,Related Item Identifier URI#2,Related Item#3,Related Item Type#3,Related Item Identifier#3,Related Item#4,Related Item Type#4,Related Item Identifier#4,Related Item#5,Related Item Type#5,Related Item Identifier#5,Identifier#1,Identifier URI#1,Bibliographic Number#1,Identifier ARK#1,Bibliographic Number#2,Physical Location#1,Shelf Locator#1,Rights#1,Rights Authority#1,ln_RECORDID
Colorado Directories,"New Mexico state business directory : including El Paso, Texas, with Denver and foreign classifications",,,,,,,,,,,,,,Text,http://id.loc.gov/vocabulary/resourceTypes/txt,Reference works,http://id.loc.gov/authorities/genreForms/gf2014026165,Denver (Colo.),http://id.loc.gov/authorities/names/n79055157,Gazetteer Pub. Co.,1919,,,eng,http://id.loc.gov/vocabulary/iso639-2/eng,,English,text,city directories,http://vocab.getty.edu/page/aat/300026241,application/pdf,https://www.iana.org/assignments/media-types/application/pdf,1 volume,reformatted digital,,,"""Including El Paso, Texas, with Denver and foreign classifications.""",Continued by: New Mexico business directory,,,,,Directories,http://id.worldcat.org/fast/894589,New Mexico,http://id.loc.gov/authorities/names/n79005595,Cities and towns,http://id.worldcat.org/fast/861748,El Paso (Tex.),http://id.loc.gov/authorities/names/n79121678,New Mexico -- Directories,local,Denver (Colo.),http://id.loc.gov/authorities/names/n79055157,El Paso (Tex.) -- Directories,local,,,Denver (Colo.) -- Directories,local,,,"New Mexico state business directory : including El Paso, Texas, with Denver and foreign classifications",constituent,narv_dir_newMexico_1919_part2.pdf,,"New Mexico state business directory : including El Paso, Texas, with Denver and foreign classifications",constituent,narv_dir_newMexico_1919_part3.pdf,,,,,,,,,,,narv_dir_newMexico_1919_part1.pdf,Catalog link: http://libraries.colorado.edu/record=b1061302~S3,b1061302,https://ark.colorado.edu/ark:/47540/cs6n0q17445t,Control number: 8500283,University of Colorado Boulder Libraries Rare and Distinctive Collections,F794.7 A18 1919,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,228
Colorado Directories,"New Mexico state business directory : including El Paso, Texas, with Denver and foreign classifications",,,,,,,,,,,,,,Text,http://id.loc.gov/vocabulary/resourceTypes/txt,Reference works,http://id.loc.gov/authorities/genreForms/gf2014026165,Denver (Colo.),http://id.loc.gov/authorities/names/n79055157,Gazetteer Pub. Co.,1919,,,eng,http://id.loc.gov/vocabulary/iso639-2/eng,,English,text,city directories,http://vocab.getty.edu/page/aat/300026241,application/pdf,https://www.iana.org/assignments/media-types/application/pdf,1 volume,reformatted digital,,,"""Including El Paso, Texas, with Denver and foreign classifications.""",Continued by: New Mexico business directory,,,,,Directories,http://id.worldcat.org/fast/894589,New Mexico,http://id.loc.gov/authorities/names/n79005595,Cities and towns,http://id.worldcat.org/fast/861748,El Paso (Tex.),http://id.loc.gov/authorities/names/n79121678,New Mexico -- Directories,local,Denver (Colo.),http://id.loc.gov/authorities/names/n79055157,El Paso (Tex.) -- Directories,local,,,Denver (Colo.) -- Directories,local,,,"New Mexico state business directory : including El Paso, Texas, with Denver and foreign classifications",constituent,narv_dir_newMexico_1919_part1.pdf,,"New Mexico state business directory : including El Paso, Texas, with Denver and foreign classifications",constituent,narv_dir_newMexico_1919_part3.pdf,,,,,,,,,,,narv_dir_newMexico_1919_part2.pdf,Catalog link: http://libraries.colorado.edu/record=b1061302~S3,b1061302,https://ark.colorado.edu/ark:/47540/rf8x4184j4x4,Control number: 8500283,University of Colorado Boulder Libraries Rare and Distinctive Collections,F794.7 A18 1919,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,229
Colorado Directories,"New Mexico state business directory : including El Paso, Texas, with Denver and foreign classifications",,,,,,,,,,,,,,Text,http://id.loc.gov/vocabulary/resourceTypes/txt,Reference works,http://id.loc.gov/authorities/genreForms/gf2014026165,Denver (Colo.),http://id.loc.gov/authorities/names/n79055157,Gazetteer Pub. Co.,1919,,,eng,http://id.loc.gov/vocabulary/iso639-2/eng,,English,text,city directories,http://vocab.getty.edu/page/aat/300026241,application/pdf,https://www.iana.org/assignments/media-types/application/pdf,1 volume,reformatted digital,,,"""Including El Paso, Texas, with Denver and foreign classifications.""",Continued by: New Mexico business directory,,,,,Directories,http://id.worldcat.org/fast/894589,New Mexico,http://id.loc.gov/authorities/names/n79005595,Cities and towns,http://id.worldcat.org/fast/861748,El Paso (Tex.),http://id.loc.gov/authorities/names/n79121678,New Mexico -- Directories,local,Denver (Colo.),http://id.loc.gov/authorities/names/n79055157,El Paso (Tex.) -- Directories,local,,,Denver (Colo.) -- Directories,local,,,"New Mexico state business directory : including El Paso, Texas, with Denver and foreign classifications",constituent,narv_dir_newMexico_1919_part1.pdf,,"New Mexico state business directory : including El Paso, Texas, with Denver and foreign classifications",constituent,narv_dir_newMexico_1919_part2.pdf,,,,,,,,,,,narv_dir_newMexico_1919_part3.pdf,Catalog link: http://libraries.colorado.edu/record=b1061302~S3,b1061302,https://ark.colorado.edu/ark:/47540/z69c9z90j7z8,Control number: 8500283,University of Colorado Boulder Libraries Rare and Distinctive Collections,F794.7 A18 1919,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,230
Colorado Directories,"New Mexico state business directory : including El Paso, Texas, with Denver and foreign classifications",,,,,,,,,,,,,,Text,http://id.loc.gov/vocabulary/resourceTypes/txt,Reference works,http://id.loc.gov/authorities/genreForms/gf2014026165,Denver (Colo.),http://id.loc.gov/authorities/names/n79055157,Gazetteer Pub. Co.,1920,,,eng,http://id.loc.gov/vocabulary/iso639-2/eng,,English,text,city directories,http://vocab.getty.edu/page/aat/300026241,application/pdf,https://www.iana.org/assignments/media-types/application/pdf,1 volume,reformatted digital,,,"""Including El Paso, Texas, with Denver and foreign classifications.""",Continued by: New Mexico business directory,,,,,Directories,http://id.worldcat.org/fast/894589,New Mexico,http://id.loc.gov/authorities/names/n79005595,Cities and towns,http://id.worldcat.org/fast/861748,El Paso (Tex.),http://id.loc.gov/authorities/names/n79121678,New Mexico -- Directories,local,Denver (Colo.),http://id.loc.gov/authorities/names/n79055157,El Paso (Tex.) -- Directories,local,,,Denver (Colo.) -- Directories,local,,,"New Mexico state business directory : including El Paso, Texas, with Denver and foreign classifications",constituent,narv_dir_newMexico_1920_part2.pdf,,"New Mexico state business directory : including El Paso, Texas, with Denver and foreign classifications",constituent,narv_dir_newMexico_1920_part3.pdf,,,,,,,,,,,narv_dir_newMexico_1920_part1.pdf,Catalog link: http://libraries.colorado.edu/record=b1061302~S3,b1061302,https://ark.colorado.edu/ark:/47540/jn7s5r7400q8,Control number: 8500283,University of Colorado Boulder Libraries Rare and Distinctive Collections,F794.7 A18 1920,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,231
Colorado Directories,"New Mexico state business directory : including El Paso, Texas, with Denver and foreign classifications",,,,,,,,,,,,,,Text,http://id.loc.gov/vocabulary/resourceTypes/txt,Reference works,http://id.loc.gov/authorities/genreForms/gf2014026165,Denver (Colo.),http://id.loc.gov/authorities/names/n79055157,Gazetteer Pub. Co.,1920,,,eng,http://id.loc.gov/vocabulary/iso639-2/eng,,English,text,city directories,http://vocab.getty.edu/page/aat/300026241,application/pdf,https://www.iana.org/assignments/media-types/application/pdf,1 volume,reformatted digital,,,"""Including El Paso, Texas, with Denver and foreign classifications.""",Continued by: New Mexico business directory,,,,,Directories,http://id.worldcat.org/fast/894589,New Mexico,http://id.loc.gov/authorities/names/n79005595,Cities and towns,http://id.worldcat.org/fast/861748,El Paso (Tex.),http://id.loc.gov/authorities/names/n79121678,New Mexico -- Directories,local,Denver (Colo.),http://id.loc.gov/authorities/names/n79055157,El Paso (Tex.) -- Directories,local,,,Denver (Colo.) -- Directories,local,,,"New Mexico state business directory : including El Paso, Texas, with Denver and foreign classifications",constituent,narv_dir_newMexico_1920_part1.pdf,,"New Mexico state business directory : including El Paso, Texas, with Denver and foreign classifications",constituent,narv_dir_newMexico_1920_part3.pdf,,,,,,,,,,,narv_dir_newMexico_1920_part2.pdf,Catalog link: http://libraries.colorado.edu/record=b1061302~S3,b1061302,https://ark.colorado.edu/ark:/47540/gr547q29028f,Control number: 8500283,University of Colorado Boulder Libraries Rare and Distinctive Collections,F794.7 A18 1920,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,232
Colorado Directories,"New Mexico state business directory : including El Paso, Texas, with Denver and foreign classifications",,,,,,,,,,,,,,Text,http://id.loc.gov/vocabulary/resourceTypes/txt,Reference works,http://id.loc.gov/authorities/genreForms/gf2014026165,Denver (Colo.),http://id.loc.gov/authorities/names/n79055157,Gazetteer Pub. Co.,1920,,,eng,http://id.loc.gov/vocabulary/iso639-2/eng,,English,text,city directories,http://vocab.getty.edu/page/aat/300026241,application/pdf,https://www.iana.org/assignments/media-types/application/pdf,1 volume,reformatted digital,,,"""Including El Paso, Texas, with Denver and foreign classifications.""",Continued by: New Mexico business directory,,,,,Directories,http://id.worldcat.org/fast/894589,New Mexico,http://id.loc.gov/authorities/names/n79005595,Cities and towns,http://id.worldcat.org/fast/861748,El Paso (Tex.),http://id.loc.gov/authorities/names/n79121678,New Mexico -- Directories,local,Denver (Colo.),http://id.loc.gov/authorities/names/n79055157,El Paso (Tex.) -- Directories,local,,,Denver (Colo.) -- Directories,local,,,"New Mexico state business directory : including El Paso, Texas, with Denver and foreign classifications",constituent,narv_dir_newMexico_1920_part1.pdf,,"New Mexico state business directory : including El Paso, Texas, with Denver and foreign classifications",constituent,narv_dir_newMexico_1920_part2.pdf,,,,,,,,,,,narv_dir_newMexico_1920_part3.pdf,Catalog link: http://libraries.colorado.edu/record=b1061302~S3,b1061302,https://ark.colorado.edu/ark:/47540/8t617335x4x3,Control number: 8500283,University of Colorado Boulder Libraries Rare and Distinctive Collections,F794.7 A18 1920,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,233
Colorado Directories,"New Mexico state business directory : including El Paso, Texas, with Denver and foreign classifications",,,,,,,,,,,,,,Text,http://id.loc.gov/vocabulary/resourceTypes/txt,Reference works,http://id.loc.gov/authorities/genreForms/gf2014026165,Denver (Colo.),http://id.loc.gov/authorities/names/n79055157,Gazetteer Pub. Co.,1921,,,eng,http://id.loc.gov/vocabulary/iso639-2/eng,,English,text,city directories,http://vocab.getty.edu/page/aat/300026241,application/pdf,https://www.iana.org/assignments/media-types/application/pdf,1 volume,reformatted digital,,,"""Including El Paso, Texas, with Denver and foreign classifications.""",Continued by: New Mexico business directory,,,,,Directories,http://id.worldcat.org/fast/894589,New Mexico,http://id.loc.gov/authorities/names/n79005595,Cities and towns,http://id.worldcat.org/fast/861748,El Paso (Tex.),http://id.loc.gov/authorities/names/n79121678,New Mexico -- Directories,local,Denver (Colo.),http://id.loc.gov/authorities/names/n79055157,El Paso (Tex.) -- Directories,local,,,Denver (Colo.) -- Directories,local,,,"New Mexico state business directory : including El Paso, Texas, with Denver and foreign classifications",constituent,narv_dir_newMexico_1921_part2.pdf,,"New Mexico state business directory : including El Paso, Texas, with Denver and foreign classifications",constituent,narv_dir_newMexico_1921_part3.pdf,,,,,,,,,,,narv_dir_newMexico_1921_part1.pdf,Catalog link: http://libraries.colorado.edu/record=b1061302~S3,b1061302,https://ark.colorado.edu/ark:/47540/hv2w0c8250dh,Control number: 8500283,University of Colorado Boulder Libraries Rare and Distinctive Collections,F794.7 A18 1921,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,234
Colorado Directories,"New Mexico state business directory : including El Paso, Texas, with Denver and foreign classifications",,,,,,,,,,,,,,Text,http://id.loc.gov/vocabulary/resourceTypes/txt,Reference works,http://id.loc.gov/authorities/genreForms/gf2014026165,Denver (Colo.),http://id.loc.gov/authorities/names/n79055157,Gazetteer Pub. Co.,1921,,,eng,http://id.loc.gov/vocabulary/iso639-2/eng,,English,text,city directories,http://vocab.getty.edu/page/aat/300026241,application/pdf,https://www.iana.org/assignments/media-types/application/pdf,1 volume,reformatted digital,,,"""Including El Paso, Texas, with Denver and foreign classifications.""",Continued by: New Mexico business directory,,,,,Directories,http://id.worldcat.org/fast/894589,New Mexico,http://id.loc.gov/authorities/names/n79005595,Cities and towns,http://id.worldcat.org/fast/861748,El Paso (Tex.),http://id.loc.gov/authorities/names/n79121678,New Mexico -- Directories,local,Denver (Colo.),http://id.loc.gov/authorities/names/n79055157,El Paso (Tex.) -- Directories,local,,,Denver (Colo.) -- Directories,local,,,"New Mexico state business directory : including El Paso, Texas, with Denver and foreign classifications",constituent,narv_dir_newMexico_1921_part1.pdf,,"New Mexico state business directory : including El Paso, Texas, with Denver and foreign classifications",constituent,narv_dir_newMexico_1921_part3.pdf,,,,,,,,,,,narv_dir_newMexico_1921_part2.pdf,Catalog link: http://libraries.colorado.edu/record=b1061302~S3,b1061302,https://ark.colorado.edu/ark:/47540/x82b7884f739,Control number: 8500283,University of Colorado Boulder Libraries Rare and Distinctive Collections,F794.7 A18 1921,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,235
Colorado Directories,"New Mexico state business directory : including El Paso, Texas, with Denver and foreign classifications",,,,,,,,,,,,,,Text,http://id.loc.gov/vocabulary/resourceTypes/txt,Reference works,http://id.loc.gov/authorities/genreForms/gf2014026165,Denver (Colo.),http://id.loc.gov/authorities/names/n79055157,Gazetteer Pub. Co.,1921,,,eng,http://id.loc.gov/vocabulary/iso639-2/eng,,English,text,city directories,http://vocab.getty.edu/page/aat/300026241,application/pdf,https://www.iana.org/assignments/media-types/application/pdf,1 volume,reformatted digital,,,"""Including El Paso, Texas, with Denver and foreign classifications.""",Continued by: New Mexico business directory,,,,,Directories,http://id.worldcat.org/fast/894589,New Mexico,http://id.loc.gov/authorities/names/n79005595,Cities and towns,http://id.worldcat.org/fast/861748,El Paso (Tex.),http://id.loc.gov/authorities/names/n79121678,New Mexico -- Directories,local,Denver (Colo.),http://id.loc.gov/authorities/names/n79055157,El Paso (Tex.) -- Directories,local,,,Denver (Colo.) -- Directories,local,,,"New Mexico state business directory : including El Paso, Texas, with Denver and foreign classifications",constituent,narv_dir_newMexico_1921_part1.pdf,,"New Mexico state business directory : including El Paso, Texas, with Denver and foreign classifications",constituent,narv_dir_newMexico_1921_part2.pdf,,,,,,,,,,,narv_dir_newMexico_1921_part3.pdf,Catalog link: http://libraries.colorado.edu/record=b1061302~S3,b1061302,https://ark.colorado.edu/ark:/47540/hk1j4r67b358,Control number: 8500283,University of Colorado Boulder Libraries Rare and Distinctive Collections,F794.7 A18 1921,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,236
Colorado Directories,New Mexico state business directory and economic handbook,,,,,,,,,,,,,,Text,http://id.loc.gov/vocabulary/resourceTypes/txt,Reference works,http://id.loc.gov/authorities/genreForms/gf2014026165,Albuquerque (N.M.),http://id.loc.gov/authorities/names/n79079329,"Bureau of Business Research, University of New Mexico",1946/1947,University of New Mexico. Bureau of Business Research,,eng,http://id.loc.gov/vocabulary/iso639-2/eng,,English,text,city directories,http://vocab.getty.edu/page/aat/300026241,application/pdf,https://www.iana.org/assignments/media-types/application/pdf,1 volume,reformatted digital,,,Continues: New Mexico state business directory 1903/04-42/43,Continued by: New Mexico state business directory 1950-,,,,,Directories,http://id.worldcat.org/fast/894589,New Mexico,http://id.loc.gov/authorities/names/n79005595,Cities and towns,http://id.worldcat.org/fast/861748,,,New Mexico -- Directories,local,,,New Mexico -- Commerce -- Directories,local,,,Commerce,http://id.worldcat.org/fast/869279,,,New Mexico state business directory and economic handbook,constituent,narv_dir_newMexico_1946-1947_part2.pdf,,New Mexico state business directory and economic handbook,constituent,narv_dir_newMexico_1946-1947_part3.pdf,,,,,,,,,,,narv_dir_newMexico_1946-1947_part1.pdf,Catalog link: http://libraries.colorado.edu/record=b1501875~S3,b1501875,https://ark.colorado.edu/ark:/47540/2k3s5d98t2hs,Control number: 6203900,University of Colorado Boulder Libraries Rare and Distinctive Collections,F794.7 B8 1946/1947,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,237
Colorado Directories,New Mexico state business directory and economic handbook,,,,,,,,,,,,,,Text,http://id.loc.gov/vocabulary/resourceTypes/txt,Reference works,http://id.loc.gov/authorities/genreForms/gf2014026165,Albuquerque (N.M.),http://id.loc.gov/authorities/names/n79079329,"Bureau of Business Research, University of New Mexico",1946/1947,University of New Mexico. Bureau of Business Research,,eng,http://id.loc.gov/vocabulary/iso639-2/eng,,English,text,city directories,http://vocab.getty.edu/page/aat/300026241,application/pdf,https://www.iana.org/assignments/media-types/application/pdf,1 volume,reformatted digital,,,Continues: New Mexico state business directory 1903/04-42/43,Continued by: New Mexico state business directory 1950-,,,,,Directories,http://id.worldcat.org/fast/894589,New Mexico,http://id.loc.gov/authorities/names/n79005595,Cities and towns,http://id.worldcat.org/fast/861748,,,New Mexico -- Directories,local,,,New Mexico -- Commerce -- Directories,local,,,Commerce,http://id.worldcat.org/fast/869279,,,New Mexico state business directory and economic handbook,constituent,narv_dir_newMexico_1946-1947_part1.pdf,,New Mexico state business directory and economic handbook,constituent,narv_dir_newMexico_1946-1947_part3.pdf,,,,,,,,,,,narv_dir_newMexico_1946-1947_part2.pdf,Catalog link: http://libraries.colorado.edu/record=b1501875~S3,b1501875,https://ark.colorado.edu/ark:/47540/tn9w8c66t1pb,Control number: 6203900,University of Colorado Boulder Libraries Rare and Distinctive Collections,F794.7 B8 1946/1947,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,238
Colorado Directories,New Mexico state business directory and economic handbook,,,,,,,,,,,,,,Text,http://id.loc.gov/vocabulary/resourceTypes/txt,Reference works,http://id.loc.gov/authorities/genreForms/gf2014026165,Albuquerque (N.M.),http://id.loc.gov/authorities/names/n79079329,"Bureau of Business Research, University of New Mexico",1946/1947,University of New Mexico. Bureau of Business Research,,eng,http://id.loc.gov/vocabulary/iso639-2/eng,,English,text,city directories,http://vocab.getty.edu/page/aat/300026241,application/pdf,https://www.iana.org/assignments/media-types/application/pdf,1 volume,reformatted digital,,,Continues: New Mexico state business directory 1903/04-42/43,Continued by: New Mexico state business directory 1950-,,,,,Directories,http://id.worldcat.org/fast/894589,New Mexico,http://id.loc.gov/authorities/names/n79005595,Cities and towns,http://id.worldcat.org/fast/861748,,,New Mexico -- Directories,local,,,New Mexico -- Commerce -- Directories,local,,,Commerce,http://id.worldcat.org/fast/869279,,,New Mexico state business directory and economic handbook,constituent,narv_dir_newMexico_1946-1947_part1.pdf,,New Mexico state business directory and economic handbook,constituent,narv_dir_newMexico_1946-1947_part2.pdf,,,,,,,,,,,narv_dir_newMexico_1946-1947_part3.pdf,Catalog link: http://libraries.colorado.edu/record=b1501875~S3,b1501875,https://ark.colorado.edu/ark:/47540/906q7539p43p,Control number: 6203900,University of Colorado Boulder Libraries Rare and Distinctive Collections,F794.7 B8 1946/1947,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,239
Colorado Directories,Boulder County Directory,Bensel Directory Co's Boulder County directory,,,,,,,,,,,,,Text,http://id.loc.gov/vocabulary/resourceTypes/txt,Reference works,http://id.loc.gov/authorities/genreForms/gf2014026165,Boulder (Colo.),http://id.loc.gov/authorities/names/n79091289,Boulder Publishing Co.,1892,,,eng,http://id.loc.gov/vocabulary/iso639-2/eng,,English,text,city directories,http://vocab.getty.edu/page/aat/300026241,application/pdf,https://www.iana.org/assignments/media-types/application/pdf,1 volume,reformatted digital,,,"Includes Boulder, Longmont","""Containing the names and vocations of the citizens of every city, town, village and hamlet in Boulder County, with a consolidated business directory ...""",,,,,Directories,http://id.worldcat.org/fast/894589,Boulder (Colo.),http://id.loc.gov/authorities/names/n79091289,Cities and towns,http://id.worldcat.org/fast/861748,,,Boulder (Colo.) -- Directories,local,,,Longmont (Colo.) -- Directories,local,,,Boulder County (Colo.) -- Directories,local,,,,,,,,,,,,,,,,,,,,narv_dir_polksBoulder_1892.pdf,Catalog link: http://libraries.colorado.edu/record=b1609433~S3,b1609433,https://ark.colorado.edu/ark:/47540/s2583x00k3xp,Control number: 11130029,University of Colorado Boulder Libraries Rare and Distinctive Collections,F782.B6 B6 1892,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,240
Colorado Directories,Boulder County Directory,Bensel Directory Co's Boulder County directory,,,,,,,,,,,,,Text,http://id.loc.gov/vocabulary/resourceTypes/txt,Reference works,http://id.loc.gov/authorities/genreForms/gf2014026165,Boulder (Colo.),http://id.loc.gov/authorities/names/n79091289,Boulder Publishing Co.,1896,,,eng,http://id.loc.gov/vocabulary/iso639-2/eng,,English,text,city directories,http://vocab.getty.edu/page/aat/300026241,application/pdf,https://www.iana.org/assignments/media-types/application/pdf,1 volume,reformatted digital,,,"Includes Boulder, Longmont","""Containing the names and vocations of the citizens of every city, town, village and hamlet in Boulder County, with a consolidated business directory ...""",,,,,Directories,http://id.worldcat.org/fast/894589,Boulder (Colo.),http://id.loc.gov/authorities/names/n79091289,Cities and towns,http://id.worldcat.org/fast/861748,,,Boulder (Colo.) -- Directories,local,,,Longmont (Colo.) -- Directories,local,,,Boulder County (Colo.) -- Directories,local,,,,,,,,,,,,,,,,,,,,narv_dir_polksBoulder_1896.pdf,Catalog link: http://libraries.colorado.edu/record=b1609433~S3,b1609433,https://ark.colorado.edu/ark:/47540/pv462136r8mg,Control number: 11130029,University of Colorado Boulder Libraries Rare and Distinctive Collections,F782.B6 B6 1896,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,241
Colorado Directories,Boulder County Directory,Bensel Directory Co's Boulder County directory,,,,,,,,,,,,,Text,http://id.loc.gov/vocabulary/resourceTypes/txt,Reference works,http://id.loc.gov/authorities/genreForms/gf2014026165,Boulder (Colo.),http://id.loc.gov/authorities/names/n79091289,Boulder Publishing Co.,1898,,,eng,http://id.loc.gov/vocabulary/iso639-2/eng,,English,text,city directories,http://vocab.getty.edu/page/aat/300026241,application/pdf,https://www.iana.org/assignments/media-types/application/pdf,1 volume,reformatted digital,,,"Includes Boulder, Longmont","""Containing the names and vocations of the citizens of every city, town, village and hamlet in Boulder County, with a consolidated business directory ...""",,,,,Directories,http://id.worldcat.org/fast/894589,Boulder (Colo.),http://id.loc.gov/authorities/names/n79091289,Cities and towns,http://id.worldcat.org/fast/861748,,,Boulder (Colo.) -- Directories,local,,,Longmont (Colo.) -- Directories,local,,,Boulder County (Colo.) -- Directories,local,,,,,,,,,,,,,,,,,,,,narv_dir_polksBoulder_1898.pdf,Catalog link: http://libraries.colorado.edu/record=b1609433~S3,b1609433,https://ark.colorado.edu/ark:/47540/rr1s026831ph,Control number: 11130029,University of Colorado Boulder Libraries Rare and Distinctive Collections,F782.B6 B6 1898,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,242
