"Collection Name","Title#1","Other Title#2","Other Title#3","Other Title#4","Name Part#1","Name Display Form#1","Name Role Term Text#1","Name Type#1","Name Authority#1","Name Part#2","Name Display Form#2","Name Type#2","Name Authority#2","Type of Resource#1","Type of Resource Authority#1","Genre#1","Genre Authority#1","Place Term#1","Place Term Authority#1","Publisher#1","Date Issued#1","Language Term#1","Language Term Code#1","Language Term Code Authority#1","Language Term Type#1","Form#1","Form Authority#1","Internet Media Type#1","Internet Media Type Authority#1","Extent#1","Digital Origin#1","Form#2","Form Authority#2","Note#1","Subject Topic#1","Subject Authority#1","Subject Geographic#1","Subject Geographic Authority#1","Subject Topic#2","Subject Authority#2","Subject Geographic#2","Subject Geographic Authority#2","Subject Geographic#3","Subject Geographic Authority#3","Subject Geographic#4","Subject Geographic Authority#4","Related Item#1","Related Item Type#1","Related Item Identifier#1","Related Item Identifier URI#1","Related Item#2","Related Item Type#2","Related Item Identifier#2","Related Item Identifier URI#2","Identifier#1","Bibliographic Number#1","Identifier ARK#1","Physical Location#1","Shelf Locator#1","Rights#1","Rights Authority#1","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"Colorado Directories","Ballenger & Richards' annual Leadville city directory","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Reference works","http://id.loc.gov/authorities/genreForms/gf2014026165","Leadville (Colo.)","http://id.loc.gov/authorities/names/n79121702","Ballenger and Richards","1900","English","eng","http://id.loc.gov/vocabulary/iso639-2/eng","text","city directories","http://vocab.getty.edu/page/aat/300026241","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","1 volume","reformatted digital","","","","Directories","http://id.worldcat.org/fast/894589","Leadville (Lake, Colorado, United States, North America) (populated place)","GNIS: 204683","Cities and towns","http://id.worldcat.org/fast/861748","","","","","","","","","","","","","","","narv_dir_LeadvilleBus_1900_new_ocr.pdf","b14814055","https://ark.colorado.edu/ark:/47540/792h8r6838wj","University of Colorado Boulder Libraries Rare and Distinctive Collections","F784.L4 A18","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","74","4567","narv_dir_LeadvilleBus_1900_new_ocr.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~3~3~74~157524"
"Colorado Directories","Ballenger & Richards' annual Leadville city directory","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Reference works","http://id.loc.gov/authorities/genreForms/gf2014026165","Leadville (Colo.)","http://id.loc.gov/authorities/names/n79121702","Ballenger and Richards","1902","English","eng","http://id.loc.gov/vocabulary/iso639-2/eng","text","city directories","http://vocab.getty.edu/page/aat/300026241","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","1 volume","reformatted digital","","","","Directories","http://id.worldcat.org/fast/894589","Leadville (Lake, Colorado, United States, North America) (populated place)","GNIS: 204683","Cities and towns","http://id.worldcat.org/fast/861748","","","","","","","","","","","","","","","narv_dir_LeadvilleBus_1902_new_ocr.pdf","b14814055","https://ark.colorado.edu/ark:/47540/029w7j21c96t","University of Colorado Boulder Libraries Rare and Distinctive Collections","F784.L4 A18","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","76","4567","narv_dir_LeadvilleBus_1902_new_ocr.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~3~3~76~157520"
"Colorado Directories","Ballenger & Richards' annual Leadville city directory","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Reference works","http://id.loc.gov/authorities/genreForms/gf2014026165","Leadville (Colo.)","http://id.loc.gov/authorities/names/n79121702","Ballenger and Richards","1902","English","eng","http://id.loc.gov/vocabulary/iso639-2/eng","text","city directories","http://vocab.getty.edu/page/aat/300026241","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","1 volume","reformatted digital","","","","Directories","http://id.worldcat.org/fast/894589","Leadville (Lake, Colorado, United States, North America) (populated place)","GNIS: 204683","Cities and towns","http://id.worldcat.org/fast/861748","","","","","","","","","","","","","","","narv_dir_LeadvilleBus_1901_new_ocr.pdf","b14814055","https://ark.colorado.edu/ark:/47540/7h193z2913ch","University of Colorado Boulder Libraries Rare and Distinctive Collections","F784.L4 A18","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","75","4567","narv_dir_LeadvilleBus_1901_new_ocr.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~3~3~75~157522"
"Colorado Directories","Ballenger & Richards' annual Leadville city directory","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Reference works","http://id.loc.gov/authorities/genreForms/gf2014026165","Leadville (Colo.)","http://id.loc.gov/authorities/names/n79121702","Ballenger and Richards","1903","English","eng","http://id.loc.gov/vocabulary/iso639-2/eng","text","city directories","http://vocab.getty.edu/page/aat/300026241","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","1 volume","reformatted digital","","","","Directories","http://id.worldcat.org/fast/894589","Leadville (Lake, Colorado, United States, North America) (populated place)","GNIS: 204683","Cities and towns","http://id.worldcat.org/fast/861748","","","","","","","","","","","","","","","narv_dir_LeadvilleBus_1903_new_ocr.pdf","b14814055","https://ark.colorado.edu/ark:/47540/070c1m88v559","University of Colorado Boulder Libraries Rare and Distinctive Collections","F784.L4 A18","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","77","4567","narv_dir_LeadvilleBus_1903_new_ocr.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~3~3~77~157518"
"Colorado Directories","Ballenger & Richards' annual Leadville city directory","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Reference works","http://id.loc.gov/authorities/genreForms/gf2014026165","Leadville (Colo.)","http://id.loc.gov/authorities/names/n79121702","Ballenger and Richards","1904","English","eng","http://id.loc.gov/vocabulary/iso639-2/eng","text","city directories","http://vocab.getty.edu/page/aat/300026241","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","1 volume","reformatted digital","","","","Directories","http://id.worldcat.org/fast/894589","Leadville (Lake, Colorado, United States, North America) (populated place)","GNIS: 204683","Cities and towns","http://id.worldcat.org/fast/861748","","","","","","","","","","","","","","","narv_dir_LeadvilleBus_1904_new_ocr.pdf","b14814055","https://ark.colorado.edu/ark:/47540/nq6n9w22c9pw","University of Colorado Boulder Libraries Rare and Distinctive Collections","F784.L4 A18","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","78","4567","narv_dir_LeadvilleBus_1904_new_ocr.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~3~3~78~157590"
"Colorado Directories","Ballenger & Richards' annual Leadville city directory","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Reference works","http://id.loc.gov/authorities/genreForms/gf2014026165","Leadville (Colo.)","http://id.loc.gov/authorities/names/n79121702","Ballenger and Richards","1906","English","eng","http://id.loc.gov/vocabulary/iso639-2/eng","text","city directories","http://vocab.getty.edu/page/aat/300026241","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","1 volume","reformatted digital","","","","Directories","http://id.worldcat.org/fast/894589","Leadville (Lake, Colorado, United States, North America) (populated place)","GNIS: 204683","Cities and towns","http://id.worldcat.org/fast/861748","","","","","","","","","","","","","","","narv_dir_LeadvilleBus_1906_new_ocr.pdf","b14814055","https://ark.colorado.edu/ark:/47540/bz5z2x35z0x1","University of Colorado Boulder Libraries Rare and Distinctive Collections","F784.L4 A18","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","79","4567","narv_dir_LeadvilleBus_1906_new_ocr.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~3~3~79~157588"
"Colorado Directories","Ballenger & Richards' annual Leadville city directory","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Reference works","http://id.loc.gov/authorities/genreForms/gf2014026165","Leadville (Colo.)","http://id.loc.gov/authorities/names/n79121702","Ballenger and Richards","1907","English","eng","http://id.loc.gov/vocabulary/iso639-2/eng","text","city directories","http://vocab.getty.edu/page/aat/300026241","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","1 volume","reformatted digital","","","","Directories","http://id.worldcat.org/fast/894589","Leadville (Lake, Colorado, United States, North America) (populated place)","GNIS: 204683","Cities and towns","http://id.worldcat.org/fast/861748","","","","","","","","","","","","","","","narv_dir_LeadvilleBus_1907_new_ocr.pdf","b14814055","https://ark.colorado.edu/ark:/47540/8r649631m5j3","University of Colorado Boulder Libraries Rare and Distinctive Collections","F784.L4 A18","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","80","4567","narv_dir_LeadvilleBus_1907_new_ocr.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~3~3~80~157586"
"Colorado Directories","Ballenger & Richards' annual Leadville city directory","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Reference works","http://id.loc.gov/authorities/genreForms/gf2014026165","Leadville (Colo.)","http://id.loc.gov/authorities/names/n79121702","Ballenger and Richards","1908","English","eng","http://id.loc.gov/vocabulary/iso639-2/eng","text","city directories","http://vocab.getty.edu/page/aat/300026241","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","1 volume","reformatted digital","","","","Directories","http://id.worldcat.org/fast/894589","Leadville (Lake, Colorado, United States, North America) (populated place)","GNIS: 204683","Cities and towns","http://id.worldcat.org/fast/861748","","","","","","","","","","","","","","","narv_dir_LeadvilleBus_1908_new_ocr.pdf","b14814055","https://ark.colorado.edu/ark:/47540/d49q1f6207pq","University of Colorado Boulder Libraries Rare and Distinctive Collections","F784.L4 A18","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","81","4567","narv_dir_LeadvilleBus_1908_new_ocr.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~3~3~81~157584"
"Colorado Directories","Ballenger & Richards' annual Leadville city directory","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Reference works","http://id.loc.gov/authorities/genreForms/gf2014026165","Leadville (Colo.)","http://id.loc.gov/authorities/names/n79121702","Ballenger and Richards","1909","English","eng","http://id.loc.gov/vocabulary/iso639-2/eng","text","city directories","http://vocab.getty.edu/page/aat/300026241","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","1 volume","reformatted digital","","","","Directories","http://id.worldcat.org/fast/894589","Leadville (Lake, Colorado, United States, North America) (populated place)","GNIS: 204683","Cities and towns","http://id.worldcat.org/fast/861748","","","","","","","","","","","","","","","narv_dir_LeadvilleBus_1909_new_ocr.pdf","b14814055","https://ark.colorado.edu/ark:/47540/hf2d2p57m7h8","University of Colorado Boulder Libraries Rare and Distinctive Collections","F784.L4 A18","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","82","4567","narv_dir_LeadvilleBus_1909_new_ocr.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~3~3~82~157582"
"Colorado Directories","Ballenger & Richards' annual Leadville city directory","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Reference works","http://id.loc.gov/authorities/genreForms/gf2014026165","Leadville (Colo.)","http://id.loc.gov/authorities/names/n79121702","Ballenger and Richards","1910","English","eng","http://id.loc.gov/vocabulary/iso639-2/eng","text","city directories","http://vocab.getty.edu/page/aat/300026241","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","1 volume","reformatted digital","","","","Directories","http://id.worldcat.org/fast/894589","Leadville (Lake, Colorado, United States, North America) (populated place)","GNIS: 204683","Cities and towns","http://id.worldcat.org/fast/861748","","","","","","","","","","","","","","","narv_dir_LeadvilleBus_1910_new_ocr.pdf","b14814055","https://ark.colorado.edu/ark:/47540/076b5241k1k7","University of Colorado Boulder Libraries Rare and Distinctive Collections","F784.L4 A18","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","83","4567","narv_dir_LeadvilleBus_1910_new_ocr.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~3~3~83~157580"
"Colorado Directories","Ballenger & Richards' annual Leadville city directory","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Reference works","http://id.loc.gov/authorities/genreForms/gf2014026165","Leadville (Colo.)","http://id.loc.gov/authorities/names/n79121702","Ballenger and Richards","1911","English","eng","http://id.loc.gov/vocabulary/iso639-2/eng","text","city directories","http://vocab.getty.edu/page/aat/300026241","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","1 volume","reformatted digital","","","","Directories","http://id.worldcat.org/fast/894589","Leadville (Lake, Colorado, United States, North America) (populated place)","GNIS: 204683","Cities and towns","http://id.worldcat.org/fast/861748","","","","","","","","","","","","","","","narv_dir_LeadvilleBus_1911_new_ocr.pdf","b14814055","https://ark.colorado.edu/ark:/47540/rg789k2476bv","University of Colorado Boulder Libraries Rare and Distinctive Collections","F784.L4 A18","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","84","4567","narv_dir_LeadvilleBus_1911_new_ocr.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~3~3~84~157578"
"Colorado Directories","Ballenger & Richards' annual Leadville city directory","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Reference works","http://id.loc.gov/authorities/genreForms/gf2014026165","Leadville (Colo.)","http://id.loc.gov/authorities/names/n79121702","Ballenger and Richards","1912","English","eng","http://id.loc.gov/vocabulary/iso639-2/eng","text","city directories","http://vocab.getty.edu/page/aat/300026241","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","1 volume","reformatted digital","","","","Directories","http://id.worldcat.org/fast/894589","Leadville (Lake, Colorado, United States, North America) (populated place)","GNIS: 204683","Cities and towns","http://id.worldcat.org/fast/861748","","","","","","","","","","","","","","","narv_dir_LeadvilleBus_1912_new_ocr.pdf","b14814055","https://ark.colorado.edu/ark:/47540/8z637n55130k","University of Colorado Boulder Libraries Rare and Distinctive Collections","F784.L4 A18","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","85","4567","narv_dir_LeadvilleBus_1912_new_ocr.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~3~3~85~157576"
"Colorado Directories","Ballenger & Richards' annual Leadville city directory","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Reference works","http://id.loc.gov/authorities/genreForms/gf2014026165","Leadville (Colo.)","http://id.loc.gov/authorities/names/n79121702","Ballenger and Richards","1913","English","eng","http://id.loc.gov/vocabulary/iso639-2/eng","text","city directories","http://vocab.getty.edu/page/aat/300026241","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","1 volume","reformatted digital","","","","Directories","http://id.worldcat.org/fast/894589","Leadville (Lake, Colorado, United States, North America) (populated place)","GNIS: 204683","Cities and towns","http://id.worldcat.org/fast/861748","","","","","","","","","","","","","","","narv_dir_LeadvilleBus_1913_new_ocr.pdf","b14814055","https://ark.colorado.edu/ark:/47540/k93v8107d0g2","University of Colorado Boulder Libraries Rare and Distinctive Collections","F784.L4 A18","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","86","4567","narv_dir_LeadvilleBus_1913_new_ocr.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~3~3~86~157574"
"Colorado Directories","Ballenger & Richards' annual Leadville city directory","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Reference works","http://id.loc.gov/authorities/genreForms/gf2014026165","Leadville (Colo.)","http://id.loc.gov/authorities/names/n79121702","Ballenger and Richards","1914","English","eng","http://id.loc.gov/vocabulary/iso639-2/eng","text","city directories","http://vocab.getty.edu/page/aat/300026241","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","1 volume","reformatted digital","","","","Directories","http://id.worldcat.org/fast/894589","Leadville (Lake, Colorado, United States, North America) (populated place)","GNIS: 204683","Cities and towns","http://id.worldcat.org/fast/861748","","","","","","","","","","","","","","","narv_dir_LeadvilleBus_1914_new_ocr.pdf","b14814055","https://ark.colorado.edu/ark:/47540/kw710h84n6gj","University of Colorado Boulder Libraries Rare and Distinctive Collections","F784.L4 A18","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","87","4567","narv_dir_LeadvilleBus_1914_new_ocr.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~3~3~87~157572"
"Colorado Directories","Ballenger & Richards' annual Leadville city directory","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Reference works","http://id.loc.gov/authorities/genreForms/gf2014026165","Leadville (Colo.)","http://id.loc.gov/authorities/names/n79121702","Ballenger and Richards","1915","English","eng","http://id.loc.gov/vocabulary/iso639-2/eng","text","city directories","http://vocab.getty.edu/page/aat/300026241","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","1 volume","reformatted digital","","","","Directories","http://id.worldcat.org/fast/894589","Leadville (Lake, Colorado, United States, North America) (populated place)","GNIS: 204683","Cities and towns","http://id.worldcat.org/fast/861748","","","","","","","","","","","","","","","narv_dir_LeadvilleBus_1915_new_ocr.pdf","b14814055","https://ark.colorado.edu/ark:/47540/6m877v8656dd","University of Colorado Boulder Libraries Rare and Distinctive Collections","F784.L4 A18","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","88","4567","narv_dir_LeadvilleBus_1915_new_ocr.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~3~3~88~157570"
"Colorado Directories","Ballenger & Richards' annual Leadville city directory","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Reference works","http://id.loc.gov/authorities/genreForms/gf2014026165","Leadville (Colo.)","http://id.loc.gov/authorities/names/n79121702","Ballenger and Richards","1916","English","eng","http://id.loc.gov/vocabulary/iso639-2/eng","text","city directories","http://vocab.getty.edu/page/aat/300026241","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","1 volume","reformatted digital","","","","Directories","http://id.worldcat.org/fast/894589","Leadville (Lake, Colorado, United States, North America) (populated place)","GNIS: 204683","Cities and towns","http://id.worldcat.org/fast/861748","","","","","","","","","","","","","","","narv_dir_LeadvilleBus_1916_new_ocr.pdf","b14814055","https://ark.colorado.edu/ark:/47540/cs8x990535dc","University of Colorado Boulder Libraries Rare and Distinctive Collections","F784.L4 A18","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","89","4567","narv_dir_LeadvilleBus_1916_new_ocr.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~3~3~89~157568"
"Colorado Directories","Ballenger & Richards' annual Leadville city directory","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Reference works","http://id.loc.gov/authorities/genreForms/gf2014026165","Leadville (Colo.)","http://id.loc.gov/authorities/names/n79121702","Ballenger and Richards","1917","English","eng","http://id.loc.gov/vocabulary/iso639-2/eng","text","city directories","http://vocab.getty.edu/page/aat/300026241","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","1 volume","reformatted digital","","","","Directories","http://id.worldcat.org/fast/894589","Leadville (Lake, Colorado, United States, North America) (populated place)","GNIS: 204683","Cities and towns","http://id.worldcat.org/fast/861748","","","","","","","","","","","","","","","narv_dir_LeadvilleBus_1917_new_ocr.pdf","b14814055","https://ark.colorado.edu/ark:/47540/6648892014wd","University of Colorado Boulder Libraries Rare and Distinctive Collections","F784.L4 A18","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","90","4567","narv_dir_LeadvilleBus_1917_new_ocr.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~3~3~90~157566"
"Colorado Directories","Corbett & Ballenger's ... annual Leadville city directory","Leadville city directory","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Reference works","http://id.loc.gov/authorities/genreForms/gf2014026165","Leadville (Colo.) [sic]","http://id.loc.gov/authorities/names/n79121702","Corbett & Ballenger","1881","English","eng","http://id.loc.gov/vocabulary/iso639-2/eng","text","city directories","http://vocab.getty.edu/page/aat/300026241","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","1 volume","reformatted digital","","","","Directories","http://id.worldcat.org/fast/894589","Leadville (Lake, Colorado, United States, North America) (populated place)","GNIS: 204683","Cities and towns","http://id.worldcat.org/fast/861748","","","","","","","","","","","","","","","narv_dir_LeadvilleBus_1881.pdf","b16053357","https://ark.colorado.edu/ark:/47540/w7759k8304sz","University of Colorado Boulder Libraries Rare and Distinctive Collections","F784.L4 A18","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","118","4567","narv_dir_LeadvilleBus_1881.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~3~3~118~157558"
"Colorado Directories","Corbett & Ballenger's ... annual Leadville city directory","Leadville city directory","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Reference works","http://id.loc.gov/authorities/genreForms/gf2014026165","Leadville (Colo.) [sic]","http://id.loc.gov/authorities/names/n79121702","Corbett & Ballenger","1882","English","eng","http://id.loc.gov/vocabulary/iso639-2/eng","text","city directories","http://vocab.getty.edu/page/aat/300026241","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","1 volume","reformatted digital","","","","Directories","http://id.worldcat.org/fast/894589","Leadville (Lake, Colorado, United States, North America) (populated place)","GNIS: 204683","Cities and towns","http://id.worldcat.org/fast/861748","","","","","","","","","","","","","","","narv_dir_LeadvilleBus_1882.pdf","b16053357","https://ark.colorado.edu/ark:/47540/605z0c41r7df","University of Colorado Boulder Libraries Rare and Distinctive Collections","F784.L4 A18","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","119","4567","narv_dir_LeadvilleBus_1882.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~3~3~119~157556"
"Colorado Directories","Corbett & Ballenger's ... annual Leadville city directory","Leadville city directory","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Reference works","http://id.loc.gov/authorities/genreForms/gf2014026165","Leadville (Colo.) [sic]","http://id.loc.gov/authorities/names/n79121702","Corbett & Ballenger","1883","English","eng","http://id.loc.gov/vocabulary/iso639-2/eng","text","city directories","http://vocab.getty.edu/page/aat/300026241","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","1 volume","reformatted digital","","","","Directories","http://id.worldcat.org/fast/894589","Leadville (Lake, Colorado, United States, North America) (populated place)","GNIS: 204683","Cities and towns","http://id.worldcat.org/fast/861748","","","","","","","","","","","","","","","narv_dir_LeadvilleBus_1883_new_ocr.pdf","b16053357","https://ark.colorado.edu/ark:/47540/vx9d3h0806m5","University of Colorado Boulder Libraries Rare and Distinctive Collections","F784.L4 A18","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","120","4567","narv_dir_LeadvilleBus_1883_new_ocr.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~3~3~120~157554"
"Colorado Directories","Corbett & Ballenger's ... annual Leadville city directory","Leadville city directory","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Reference works","http://id.loc.gov/authorities/genreForms/gf2014026165","Leadville (Colo.) [sic]","http://id.loc.gov/authorities/names/n79121702","Corbett & Ballenger","1884","English","eng","http://id.loc.gov/vocabulary/iso639-2/eng","text","city directories","http://vocab.getty.edu/page/aat/300026241","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","1 volume","reformatted digital","","","","Directories","http://id.worldcat.org/fast/894589","Leadville (Lake, Colorado, United States, North America) (populated place)","GNIS: 204683","Cities and towns","http://id.worldcat.org/fast/861748","","","","","","","","","","","","","","","narv_dir_LeadvilleBus_1884_new_ocr.pdf","b16053357","https://ark.colorado.edu/ark:/47540/0x271m17m344","University of Colorado Boulder Libraries Rare and Distinctive Collections","F784.L4 A18","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","121","4567","narv_dir_LeadvilleBus_1884_new_ocr.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~3~3~121~157552"
